x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name
1496.0,551.0,1584.0,737.0,0,0.5344055891036987,,person
1321.0,706.0,1416.0,876.0,0,0.5300136804580688,,person
1142.0,428.0,1210.0,574.0,0,0.5041872262954712,,person
1490.0,394.0,1561.0,558.0,0,0.4872649908065796,,person
87.0,122.0,138.0,244.0,0,0.43104711174964905,,person
1105.0,795.0,1203.0,993.0,0,0.7908450365066528,,person
756.0,365.0,816.0,518.0,0,0.7760636806488037,,person
1777.0,586.0,1889.0,778.0,0,0.7560890913009644,,person
703.0,170.0,755.0,309.0,0,0.7497623562812805,,person
675.0,522.0,748.0,718.0,0,0.6796533465385437,,person
76.0,827.0,187.0,1002.0,0,0.6685861349105835,,person
925.0,211.0,984.0,351.0,0,0.6532480716705322,,person
228.0,519.0,304.0,702.0,0,0.6513254046440125,,person
1499.0,555.0,1586.0,741.0,0,0.5196889042854309,,person
1492.0,395.0,1562.0,557.0,0,0.5176966190338135,,person
1143.0,425.0,1212.0,572.0,0,0.5049851536750793,,person
567.0,322.0,639.0,453.0,0,0.5002081394195557,,person
675.0,523.0,747.0,693.0,0,0.4993302822113037,,person
87.0,121.0,138.0,244.0,0,0.4154038727283478,,person
1103.0,787.0,1202.0,992.0,0,0.7726040482521057,,person
757.0,358.0,816.0,503.0,0,0.7582236528396606,,person
924.0,215.0,985.0,358.0,0,0.7488067746162415,,person
1775.0,581.0,1880.0,775.0,0,0.7037221193313599,,person
677.0,517.0,747.0,693.0,0,0.6848153471946716,,person
704.0,167.0,754.0,304.0,0,0.6404188871383667,,person
226.0,522.0,303.0,701.0,0,0.6039448380470276,,person
1319.0,706.0,1393.0,864.0,0,0.5958995223045349,,person
1493.0,402.0,1566.0,560.0,0,0.5514218211174011,,person
569.0,323.0,640.0,458.0,0,0.5238133072853088,,person
1502.0,562.0,1588.0,741.0,0,0.5192832350730896,,person
676.0,514.0,749.0,697.0,0,0.5077437162399292,,person
1142.0,421.0,1211.0,565.0,0,0.4620913863182068,,person
1095.0,78.0,1138.0,188.0,0,0.41961729526519775,,person
924.0,217.0,984.0,359.0,0,0.7531598806381226,,person
757.0,355.0,816.0,501.0,0,0.7330261468887329,,person
678.0,513.0,747.0,688.0,0,0.7291234731674194,,person
1775.0,580.0,1877.0,772.0,0,0.6977449059486389,,person
704.0,166.0,754.0,304.0,0,0.6200157999992371,,person
83.0,828.0,187.0,1003.0,0,0.6148681640625,,person
226.0,524.0,304.0,701.0,0,0.5842553973197937,,person
1504.0,564.0,1590.0,741.0,0,0.5535571575164795,,person
1104.0,784.0,1200.0,994.0,0,0.5479446053504944,,person
1495.0,409.0,1567.0,563.0,0,0.5017428398132324,,person
1311.0,704.0,1390.0,870.0,0,0.48824623227119446,,person
1142.0,420.0,1212.0,559.0,0,0.48727476596832275,,person
570.0,324.0,641.0,459.0,0,0.4818747937679291,,person
1096.0,78.0,1138.0,189.0,0,0.4620833098888397,,person
1773.0,576.0,1874.0,770.0,0,0.7476915121078491,,person
923.0,221.0,983.0,362.0,0,0.7364417314529419,,person
756.0,353.0,817.0,501.0,0,0.7221710681915283,,person
1103.0,778.0,1200.0,993.0,0,0.6869983077049255,,person
679.0,508.0,747.0,680.0,0,0.6627486944198608,,person
704.0,165.0,754.0,303.0,0,0.6056585311889648,,person
84.0,830.0,187.0,1007.0,0,0.5925804972648621,,person
1505.0,567.0,1590.0,742.0,0,0.567575216293335,,person
225.0,525.0,305.0,701.0,0,0.5584850311279297,,person
1097.0,79.0,1139.0,190.0,0,0.4919588267803192,,person
571.0,325.0,642.0,461.0,0,0.48289990425109863,,person
1775.0,574.0,1872.0,766.0,0,0.7488706111907959,,person
923.0,223.0,982.0,364.0,0,0.7408415675163269,,person
681.0,504.0,748.0,675.0,0,0.7062222957611084,,person
755.0,350.0,816.0,499.0,0,0.6913729906082153,,person
1104.0,775.0,1197.0,988.0,0,0.643865704536438,,person
704.0,165.0,755.0,303.0,0,0.6065380573272705,,person
223.0,529.0,308.0,700.0,0,0.5658631920814514,,person
84.0,833.0,188.0,1013.0,0,0.5494356751441956,,person
571.0,326.0,643.0,461.0,0,0.5166175961494446,,person
1143.0,415.0,1211.0,549.0,0,0.5061611533164978,,person
1303.0,707.0,1380.0,857.0,0,0.4607364535331726,,person
1096.0,79.0,1141.0,190.0,0,0.447528213262558,,person
1105.0,769.0,1196.0,978.0,0,0.758450984954834,,person
681.0,500.0,748.0,672.0,0,0.7332556247711182,,person
923.0,226.0,982.0,365.0,0,0.7082647681236267,,person
754.0,349.0,818.0,498.0,0,0.7026444673538208,,person
1300.0,706.0,1378.0,889.0,0,0.700911819934845,,person
1775.0,570.0,1869.0,761.0,0,0.6954156160354614,,person
222.0,534.0,310.0,703.0,0,0.6185846924781799,,person
705.0,165.0,755.0,304.0,0,0.572381317615509,,person
1143.0,414.0,1213.0,544.0,0,0.5551328659057617,,person
87.0,832.0,188.0,1019.0,0,0.5368313193321228,,person
572.0,328.0,643.0,459.0,0,0.49407103657722473,,person
1096.0,81.0,1141.0,190.0,0,0.4534681737422943,,person
1301.0,707.0,1377.0,882.0,0,0.4193095862865448,,person
681.0,496.0,748.0,669.0,0,0.7359544038772583,,person
756.0,344.0,817.0,493.0,0,0.7348191738128662,,person
220.0,539.0,310.0,717.0,0,0.7280480861663818,,person
1103.0,760.0,1194.0,961.0,0,0.6804295778274536,,person
90.0,836.0,193.0,1031.0,0,0.6266667246818542,,person
923.0,228.0,981.0,366.0,0,0.610284686088562,,person
1292.0,710.0,1367.0,861.0,0,0.609013557434082,,person
705.0,162.0,755.0,304.0,0,0.5982134342193604,,person
1777.0,563.0,1867.0,739.0,0,0.5852791666984558,,person
1146.0,409.0,1213.0,539.0,0,0.534339427947998,,person
574.0,332.0,641.0,457.0,0,0.45986151695251465,,person
1501.0,424.0,1575.0,592.0,0,0.4098794460296631,,person
1097.0,82.0,1142.0,191.0,0,0.40185147523880005,,person
219.0,543.0,310.0,725.0,0,0.7502744197845459,,person
756.0,343.0,817.0,492.0,0,0.7370888590812683,,person
1102.0,755.0,1193.0,950.0,0,0.7139460444450378,,person
1778.0,559.0,1866.0,733.0,0,0.654521107673645,,person
681.0,494.0,749.0,670.0,0,0.6500243544578552,,person
923.0,229.0,981.0,368.0,0,0.6435973048210144,,person
91.0,837.0,196.0,1034.0,0,0.6287198066711426,,person
1512.0,584.0,1597.0,767.0,0,0.5488090515136719,,person
706.0,161.0,756.0,302.0,0,0.545836865901947,,person
1281.0,711.0,1366.0,899.0,0,0.5375978350639343,,person
575.0,336.0,640.0,460.0,0,0.5297033786773682,,person
1147.0,407.0,1215.0,537.0,0,0.46784862875938416,,person
1096.0,83.0,1142.0,194.0,0,0.45198097825050354,,person
219.0,547.0,309.0,733.0,0,0.751657247543335,,person
757.0,340.0,816.0,490.0,0,0.7239667177200317,,person
1102.0,752.0,1192.0,937.0,0,0.6531649231910706,,person
1778.0,555.0,1864.0,730.0,0,0.6493204832077026,,person
922.0,231.0,981.0,368.0,0,0.6478878259658813,,person
1514.0,588.0,1599.0,777.0,0,0.5920063257217407,,person
681.0,492.0,749.0,671.0,0,0.5825086832046509,,person
576.0,337.0,640.0,467.0,0,0.5172398686408997,,person
94.0,838.0,198.0,1039.0,0,0.49759700894355774,,person
706.0,159.0,757.0,302.0,0,0.4687654674053192,,person
1095.0,86.0,1144.0,197.0,0,0.4151933789253235,,person
1101.0,747.0,1191.0,928.0,0,0.7563561201095581,,person
755.0,338.0,816.0,490.0,0,0.7097094058990479,,person
219.0,549.0,310.0,736.0,0,0.6994045972824097,,person
1266.0,714.0,1356.0,904.0,0,0.6766252517700195,,person
1515.0,591.0,1600.0,782.0,0,0.6399061679840088,,person
921.0,232.0,980.0,368.0,0,0.6148719787597656,,person
